ACCOUNTNO	NAMEADDRID	NAMETYPE	NAME	CAREOF	ADDRESS1	ADDRESS2	CITY	STATE	ZIPCODE	PARCELNB	MHSPACE	PARCELSEQ	AREAID	ACCTTYPE	BUSINESSNAME	MAPNO	BORDERINGCOUNTY	BACODE	LAGENT	STREETNO	EXTENT	DIRECTION	STREETNAME	DESIGNATION	DIRECTIONSUFFIX	SUFFIX	UNITNUMBER	LOCCITY	ZIPCODE	LEGAL	APRDIST	BA_OWNER_ID	BA_LOCATION	LANDSQFT	SUBCODE	SUBNAME	CONDOCODE	CONDONAME	SALEP	SALEDT	DOCFEE	DEEDTYPE	BLOCK	LOT	CONDOUNIT	BOOK	PAGE	RECEPTION_NO	MILL_LEVY	CLASSCD1	CLASSCD1_DESC	CLASSCD2	CLASSCD2_DESC	CLASSCD3	CLASSCD3_DESC	CLASSCD4	CLASSCD4_DESC	CLASSCD5	CLASSCD5_DESC	TAXYEAR	LANDACT	IMPACT	LANDASD	IMPASD	ACRES	SQFT	UNITS	CUR_TAX	CUR_FEE	CUR_INT	CUR_PAY	CUR_BAL	LST_TAX	LST_FEE	LST_INT	LST_PAY	LST_BAL
R000253			GALLOWAY INC	C/O BLUE VALLEY RANCH		PO BOX 1120	KREMMLING	CO	80459-1120	159705300056		R000253	014																	 Subd: METES & BOUNDS 80 ALL 535.87 AC LOTS 6,12 & 14, SE4NW4, N2SW4, SE4SW4 SEC 5, LOTS 2,9,10,12,13 & 14, SW4NE4, N2SE4 SEC 6, LOTS 3,4 & 6 SEC 8, LOTS 5, 7, 10 & 11 SEC 9 T1S R80W DESC AT REC 99004516	6			0.00	9080	METES & BOUNDS 80 ALL			0	09/04/2014		QCD						2014005690	55.389000	4147	DRY GRAZE									2015	6940	0	2010	0	535.87	0	0										
R000213			STATE OF COLORADO		BOARD OF LAND COMMISSIONERS	1313 SHERMAN ST ROOM 620	DENVER	CO	80203-2240	108732200021		R000213	010																	 Subd: METES & BOUNDS 81 ALL 2360AC+/- ALL SEC 30-31, W2, W2SE4, SW4NE4, SE4SE4 SEC 19, W2E2, E2W2, W2SW4, SW4NW4 SEC 29, SW4 SEC 32, SW4SE4 SEC 20 T4N R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9129	STATE LAND									2015	10	0	10	0	2360	0	0										
R000211			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	108720100017		R000211	010																	 Subd: METES & BOUNDS 81 ALL 240AC+/- NE4, E2SE4 SEC 10 T4N R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	240	0	0										
R000270			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	159736200035		R000270	014																	 Subd: METES & BOUNDS 80 ALL 543.06AC+/- S2SE4 SEC 26, E2NE4 SEC 35, W2, LT 1-2 SEC 36 T1S R80	6			0.00	9080	METES & BOUNDS 80 ALL													55.389000	9119	FEDERAL LAND									2015	10	0	10	0	543.06	0	0										
R000193			GALLOWAY INC	C/O BLUE VALLEY RANCH		PO BOX 1120	KREMMLING	CO	80459-1120	159916100020		R000193	010																	 Subd: METES & BOUNDS 81 ALL 640AC+/- SEC 16 T1S R81	6			0.00	9090	METES & BOUNDS 81 ALL			0	12/23/2002		PAT						2002-014343	45.846000	4147	DRY GRAZE									2015	24550	0	7120	0	640	0	0										
R000206			STATE OF COLORADO		BOARD OF LAND COMMISSIONERS	1313 SHERMAN ST ROOM 620	DENVER	CO	80203-2240	108530100004		R000206	010																	 Subd: METES & BOUNDS 80 ALL 1971.67AC+/- S2 SEC 19, ALL SEC 30 AND 31, N2, S2SE4, NE4SE4 SEC 29, NE4 SEC 32 T4N R80	6			0.00	9080	METES & BOUNDS 80 ALL													45.846000	9129	STATE LAND									2015	10	0	10	0	1971.67	0	0										
R000204			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	159103100013		R000204	010																	 Subd: METES & BOUNDS 77 ALL 18320AC+/- LT 5, SW4, W2SE4 SEC 2, ALL SEC 3 LESS LT 1 (NE4NE4), ALL SEC 4-10, 15-22, 25-28, 30-36, SW4 N2NE4 SEC 11, SE4 SEC 13, SW4, SW4NE4, E2SE4, NW4SE4 SEC 23, S2, NE4, E2NW4 SEC 24, N2 SE4 SEC 29 T1S R77	6			0.00	9050	METES & BOUNDS 77 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	18320	0	0										
R000273			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	159733200039		R000273	014																	 Subd: METES & BOUNDS 80 ALL 258.40AC+/- LT 3, E2NW4, SW4NE4 SEC 33, W2SW4, SW4NW4 SEC 28 T1S R80	6			0.00	9080	METES & BOUNDS 80 ALL													55.389000	9119	FEDERAL LAND									2015	10	0	10	0	258.4	0	0										
R000205			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	108510200001		R000205	010																	 Subd: METES & BOUNDS 80 ALL 10954.60AC+/- ALL SEC 4-10 AND 13-18, ALL THAT PART OF SEC 1-3, 11-12 LYING WITHIN GRAND COUNTY T4N R80	6			0.00	9080	METES & BOUNDS 80 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	10954.6	0	0										
R000192			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	159915300019		R000192	010																	 Subd: METES & BOUNDS 81 ALL 450.36AC+/- SE4NW4, NE4SW4, SW4SW4, NW4SE4 SEC 15, LT 1-6, NE4NE4 SEC 21, NW4NW4 SEC 22 T1S R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	450.36	0	0										
R000176			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	144504100044		R000176	010																	 Subd: METES & BOUNDS 78 ALL 920AC +/- LOTS 1 & 2, S2N2 SEC 3 LTS 1&2, S2N2,NE4SW4, NW4SE4 SEC 4 SE4NE4, E2SE4 SEC 5 N2NE4 SEC 8 ALL T1N R78	5			0.00	9060	METES & BOUNDS 78 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	920	0	0										
R000207			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	108522100003		R000207	010																	 Subd: METES & BOUNDS 80 ALL 5953.91AC+/- ALL SEC 21-27, 34 AND 36, N2, SE4 SEC 28, E4 SEC 33, ALL SEC 35 EXCEPT S2SE4 T4N R80	6			0.00	9080	METES & BOUNDS 80 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	5953.91	0	0										
R000165			STATE OF COLORADO		BOARD OF LAND COMMISSIONERS	1313 SHERMAN ST ROOM 620	DENVER	CO	80203-2240	145107300012		R000165	046																	 Subd: METES & BOUNDS 76 ALL 120.15AC S2SW4,SW4SE4 SEC 7 T1N R76	3			0.00	9030	METES & BOUNDS 76 ALL													49.073000	9129	STATE LAND									2015	10	0	10	0	120.15	0	0										
R000208			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	108711100001		R000208	010																	 Subd: METES & BOUNDS 81 ALL 4019.03AC+/- ALL SEC 1-3, 11-14 T4N R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	4019.03	0	0										
R000179			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	144505300006		R000179	010																	 Subd: METES & BOUNDS 78 ALL 560.28AC W2SE4, SW4NE4, SE4NW4, SW4 SEC 5 N2 LOT 4, N2SE4, SW4NE4, NE4SW4 SEC 6 NE4NW4 SEC 8 ALL T1N R78	6			0.00	9060	METES & BOUNDS 78 ALL													45.846000	9119	FEDERAL LAND									2015	402950	0	116860	0	560.28	0	0										
R000172			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	144509300056		R000172	010																	 Subd: METES & BOUNDS 78 ALL 200AC S2NE4, NW4SE4, E2SW4 SEC 9 T1N R78	6			0.00	9060	METES & BOUNDS 78 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	200	0	0										
R000198			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	159931400038		R000198	111																	 Subd: METES & BOUNDS 81 ALL 161.5AC+/- LT 4, S2SE4, SE4SW4 SEC 31 T1S R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	161.5	0	0										
R000169			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	144524200016		R000169	010																	 Subd: METES & BOUNDS 78 ALL 4710AC +/- NE4, SE4, SW4, E2NW4, SW4NW4 SEC 13, S3/4 SEC 14 NE4, NW4, SE4, NE4SW4, N2NW4SW4, SE4NW4SW4 SEC 23 ALL SEC 24,36, ALL SEC 25, 26, LESS TRACTS SOLD B234 P126, E2, S2NW4, N2SW4, SW4SW4 SEC 35 LESS CO RD ROW ALL T1N R78	6			0.00	9060	METES & BOUNDS 78 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	4710	0	0										
R000217			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	108904200003		R000217	010																	 Subd: METES & BOUNDS 82 ALL 9920AC+/- W2 SEC 3, ALL SEC 4-9, 17-19 AND 28-33, ALL SEC 17, 20 AND 21 EXCEPT PART OF SAID SECS IN TRACT 38 AND 39 T4N R82. LEGAL INCLUDES PART OF TRACT 37 AND 41	6			0.00	9100	METES & BOUNDS 82 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	9920	0	0										
R000227			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	158734300056		R000227	035																	 Subd: METES & BOUNDS 75 ALL 160AC +/- SW4 SEC 34 T1S R75	1			0.00	9020	METES & BOUNDS 75 ALL													53.017000	9119	FEDERAL LAND									2015	10	0	10	0	160	0	0										
R000209			STATE OF COLORADO		BOARD OF LAND COMMISSIONERS	1313 SHERMAN ST ROOM 620	DENVER	CO	80203-2240	108723200007		R000209	010																	 Subd: METES & BOUNDS 81 ALL 5240AC+/- ALL SEC 23-24, 26, 35-36, S2, S2NE4, NE4NE4 SEC 22, W2, N2NE4, E2SE4 SEC 25, E2, SW4, E2NW4 SEC 27, E3/4 SEC 34 T4N R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9129	STATE LAND									2015	10	0	10	0	5240	0	0										
R000202			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	159927200033		R000202	010																	 Subd: METES & BOUNDS 81 ALL 2320AC+/- SE4SE4 SEC 21, S2SW4, SW4SE4 SEC 22, NW4,W2SE4, SW4, W2NE4, SEC 27, E2NE4, SW4NE4, N2SE4, NE4SW4, LOT 1 SEC 28, LT 1-5, N2NW4, SE4NW4 SEC 33, ALL LESS NE4NE4 SEC 34, LT 1-8, NW4SW4, S2NW4, NW4NE4 SEC 35 T1S R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	2320	0	0										
R000638			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	118336100022		R000638	010																	 Subd: METES & BOUNDS 80 ALL 320AC+/- LT 1-4, E2E2 TRACT 64 SEC 36 T3N R80	6			0.00	9080	METES & BOUNDS 80 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	320	0	0										
R000637			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	118325200003		R000637	010																	 Subd: METES & BOUNDS 80 ALL 267.33AC+/- LT 2-4, 7-11, NE4SW4, NW4SE4 SEC 25 T3N R80	6			0.00	9080	METES & BOUNDS 80 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	267.33	0	0										
R000506			WOOD, HAZEL L TRUST			11792 COUNTY ROAD 33	PARSHALL	CO	80468-8919	159510400066		R000506	010																	 Subd: METES & BOUNDS 79 ALL 240AC E2SW4, W2SE4, NE4SE4 SEC 10, NW4SW4 SEC 11 T1S R79W	6			0.00	9070	METES & BOUNDS 79 ALL			0	11/22/1999		CD							45.846000	4147	DRY GRAZE	4137	MEADOW LAND							2015	5760	0	1670	0	240	0	0										
R000619			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	159505200036		R000619	010																	 Subd: METES & BOUNDS 79 ALL 522.53AC+/- LT 4, SW4NW4, NW4SW4 SEC 4, N2, N2SE4 SEC 5, NE4SE4 SEC 6 T1S R79	6			0.00	9070	METES & BOUNDS 79 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	522.53	0	0										
R000617			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	159507200012		R000617	010																	 Subd: METES & BOUNDS 79 ALL LT 4-9, 12-16, NE4, N2SE4 SEC 7 T1S R79	6			0.00	9070	METES & BOUNDS 79 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	680	0	0										
R000606			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	159318200042		R000606	010																	 Subd: METES & BOUNDS 78 ALL 160 AC+/- NW4 (INC LOT 1-2) SEC 18 T1S R78W	6			0.00	9060	METES & BOUNDS 78 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	160	0	0										
R000655			UNITED STATES OF AMERICA				WASHINGTON	DC	20013	132907200048		R000655	003																	 Subd: METES & BOUNDS 76 ALL 360AC+/- S2S2N2, SW4, N2SE4 SEC 7, S2S2NW4 SEC 8 T2N R76	4			0.00	9030	METES & BOUNDS 76 ALL													53.535000	9119	FEDERAL LAND									2015	10	0	10	0	360	0	0										
R000553			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	119131100028		R000553	003																	 Subd: METES & BOUNDS 76 ALL 436.65AC E2W2, W2E2, E2SE4 SEC 31 SW4SW4 SEC 32 T3N R76	4			0.00	9030	METES & BOUNDS 76 ALL													53.535000	9119	FEDERAL LAND									2015	10	0	10	0	436.65	0	0										
R000623			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	159524100059		R000623	010																	 Subd: METES & BOUNDS 79 ALL 172.98AC+/- NE4 SEC 24 T1S R79	6			0.00	9070	METES & BOUNDS 79 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	172.98	0	0										
R000652			UNITED STATES OF AMERICA		SHADOW MOUNTAIN NATIONAL RECREATION AREA		WASHINGTON	DC	20013	132901100001		R000652	003							011750			USHWY34							 Subd: METES & BOUNDS 76 ALL 2140AC +/- ALL SEC 1, 2, PART SEC 3, 11-13, N2NW4NW4 SEC 14, NE4, NE4NW4 SEC 4, W2 SEC 10, PART E2 SEC 10, N2 SEC 15 LESS THE S2SE4, GRANBY RESERVOIR T2N R76	4			0.00	9030	METES & BOUNDS 76 ALL													53.535000	9119	FEDERAL LAND									2015	10	0	10	0	2140	0	0										
R000541			STATE OF COLORADO		FISH AND GAME COMMISSION	6060 BROADWAY	DENVER	CO	80216-1000	160111200030		R000541	010																	 Subd: METES & BOUNDS 82 ALL 1520.80 AC S2SW4 SEC 1 T1S R82 LTS 5,6,7,8 SEC 2 T1S R82 LT 5 SEC 3 T1S R82 TR 40 SEC 2,3 & 11 T1S R82 PT E2SW4,SW4SE4,NE4SE4, SE4NE4 & LT 2 SEC 11 T1S R82 NW4,NW4SW4 SEC 12 T1S R82 NW4,W2NE4,N2SW4,NW4SE4 SEC 14 T1S R82	6			0.00	9100	METES & BOUNDS 82 ALL													45.846000	9129	STATE LAND									2015	21240	0	6160	0	1520.80	0	0										
R000635			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	118135400029		R000635	010																	 Subd: METES & BOUNDS 81 ALL 160AC+/- S2S2 SEC 35 T3N R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	160	0	0										
R000537			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	119110200001		R000537	021																	 Subd: METES & BOUNDS 76 ALL 7655.31AC+/- W2 SEC 2, ALL SEC 3-10 AND 17-18, E2, NW4, NE4SW4 SEC 15, W2, S2SE4, S2NE4SE4, NW4SE4, N2NE4, N2SE4NE4, SW4SW4NE4 SEC 16 T3N R76	4			0.00	9030	METES & BOUNDS 76 ALL													44.263000	9119	FEDERAL LAND									2015	10	0	10	0	7655.31	0	0										
R000633			DIETZ, TERRY L & LINDA			70670 D RD	STAMFORD	NE	68977-2025	118103400016		R000633	010																	 Subd: METES & BOUNDS 81 ALL 120AC+/- E2SE4 SEC 3, NW4NW4 SEC 11 T3N R81	6			0.00	9090	METES & BOUNDS 81 ALL			1383428	07/15/2015		WD						2015004893	45.846000	4147	DRY GRAZE									2015	2140	0	620	0	120	0	0										
R000640			STATE OF COLORADO		BOARD OF LAND COMMISSIONERS	1313 SHERMAN ST ROOM 620	DENVER	CO	80203-2240	118308100005		R000640	010																	 Subd: METES & BOUNDS 80 ALL 2086.96AC+/- N3/4 SEC 7, N3/4 SEC 8, ALL TRACT 37 SEC 9, TRACT 46 SEC 16 EXCEPT SW4 T3N R80	6			0.00	9080	METES & BOUNDS 80 ALL													45.846000	9129	STATE LAND									2015	10	0	10	0	2086.96	0	0										
R000627			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	092927200004		R000627	010																	 Subd: METES & BOUNDS 81 ALL 2033.73AC+/- ALL SEC 34, ALL SEC 26, 27, 35 AND 36 WITHIN GRAND COUNTY T5N R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	2033.73	0	0										
R000654			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	132906400027		R000654	003																	 Subd: METES & BOUNDS 76 ALL 228.79AC+/- SE4, S2NE4 SEC 6 T2N R76	4			0.00	9030	METES & BOUNDS 76 ALL													53.535000	9119	FEDERAL LAND									2015	10	0	10	0	228.79	0	0										
R000602			GRAND CREEK RANCH, LLC			PO BOX 745214	ARVADA	CO	80006-5214	159307200043		R000602	010																	 Subd: METES & BOUNDS 78 ALL 159.83 AC+/- 159.83 AC+/- W2NW4 (LT 1-2) SEC 7 T1S R78 & E2NE4 SEC 12 T1S R79W	6			0.00	9060	METES & BOUNDS 78 ALL			0	07/12/2012		STM						2012005890	45.846000	4147	DRY GRAZE									2015	2850	0	830	0	159.83	0	0										
R000632			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	118115200007		R000632	010																	 Subd: METES & BOUNDS 81 ALL 4794.41AC+/- W2, S2SE4 SEC 15, E2, NE4NW4 SEC 22, W2SW4 SEC 23, E2W2, W2E2, W2NW4, SW4SW4 SEC 26, NE4NE4, S2S2, N2SW4, SW4NW4, NW4SE4 SEC 27, SE4, S2NE4 SEC 28, LT 1-2, 7-10 AND 13 SEC 33, LT 1-10 SEC 34, N2NE4, NE4NW4 SEC 35 T3N R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	4794.41	0	0										
R000626			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	092921100010		R000626	010																	 Subd: METES & BOUNDS 81 ALL 115.04AC+/- LT 1, 8 SEC 21, PT LT 4 SEC 22 WITHIN GRAND COUNTY T5N R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	115.04	0	0										
R000622			STATE OF COLORADO		BOARD OF LAND COMMISSIONERS	1313 SHERMAN ST ROOM 620	DENVER	CO	80203-2240	159516200018		R000622	010																	 Subd: METES & BOUNDS 79 ALL 640AC+/- SEC 16 T1S R79	6			0.00	9070	METES & BOUNDS 79 ALL													45.846000	9129	STATE LAND									2015	10	0	10	0	640	0	0										
R000542			STATE OF COLORADO		DIVISION OF WILDLIFE	6060 BROADWAY	DENVER	CO	80216-1000	160116200015		R000542	111																	 Subd: METES & BOUNDS 81 ALL 4549.35 AC +/- SE4SE4 SEC 19 T1S R81 LT 1 SEC 20 T1S R81 LTS 6-9 & SW4SE4 SEC 3 T1S R82 E2,SE4NW4,NE4SW4 SEC 10 T1S R82 SW4SW4 SEC 14 T1S R82 E2 SEC 15 T1S R82 LTS 1-5 & E2NW4, SW4SE4 SEC 17 T1S R82 LTS 6-9 & SE4SE4 SEC 19 T1S R82 LTS 1-4 & NE4NE4 SEC 20 T1S R82 LTS 1-2 & N2SW4 SEC 21 T1S R82 N2NE4,SW4NE4 SEC 22 T1S R82 NW4NW4 SEC 23 T1S R82 NW4SE4 SEC 27 T1S R82 LTS 1-2 SEC 29 T1S R82 LTS 8-9 SEC 30 T1S R82 ALL SEC 16 T1S R82 N2,SE4 SEC 21 T1S R82 TRACT 63,62,69 T1S R82 TRACT 67,68,83,84,85 T1S R82 NW4,NW4SE4,SW4SE4,SE4SE4,SW4 LESS PARCELS IN S2S2 SEC 22 T1S R82 SW4,NW4 LESS TRACT IN W2, S2SW4, PT NE4SW4 EAST AND SOUTH OF COLORADO RIVER SEC 27 T1S R82	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9129	STATE LAND									2015	228040	0	66130	0	4549.35	0	0										
R000636			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	118302300002		R000636	010																	 Subd: METES & BOUNDS 80 ALL 3320AC+/- ALL SEC 1 AND 12, LT 8, S2NW4, SW4 SEC 2, LT 5-7, S2NE4, N2SE4, SE4SE4 SEC 3, LT 1 AND 6-7, E2NE4, NE4SE4 SEC 10, NW4, N2SW4, SE4SW4, SE4 SEC 11, LT 1 , 5-8 AND 16, NE4NW4, NW4NE4 SEC 13, NE4NW4, N2SE4, LT 7-8 SEC 14, LT 1, 11-12 AND 15-16, W2SE4 SEC 24 T3N R80	6			0.00	9080	METES & BOUNDS 80 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	3320	0	0										
R000507			PALMER, HAZEL L WOOD FAMILY PARTNERSHIP		LLLP	11792 COUNTY ROAD 33	PARSHALL	CO	80468-8919	159504100068		R000507	010							011792			CORD33							 Subd: METES & BOUNDS 79 ALL 836.878 AC +/-, LOTS 2 & 3, SW4NE4, NW4SE4, SE4NW4, E2SW4, SW4SW4 SEC 4, S2SE4, SE4SW4 SEC 5, N2NE4, NE4NW4 SEC 8, NW4NW4 SEC 9, T1S R79W, S2SW4, NW4SW4, 35 AC IN NE4SW4, 48.08 AC IN N2SE4, LESS 22.442 AC IN SW4 DESC AT REC 95010944 SEC 34, 45.14 AC IN SW4 SEC 35 T1N R79W DESC IN B/374 P/110	6			0.00	9070	METES & BOUNDS 79 ALL													45.846000	4277	AGRICULTURAL RESIDENCE	4279	AGRICULTURAL OUTBUILDINGS	4147	DRY GRAZE	4137	MEADOW LAND			2015	17910	455660	5190	41110	836.878	0	0										
R000621			DENVER, CITY & COUNTY		BOARD OF WATER COMMISSIONERS	1600 W 12TH AVE	DENVER	CO	80204-3412	159501200002		R000621	010																	 Subd: METES & BOUNDS 79 ALL 600AC+/- LT 1-2, 5-8, 10-12, NW4SE4, E2SW4, NW4SW4 SEC 1, PART LT 1-2, 7-10, NORTH AND EAST OF BULL RUN CREEK SEC 2 EXCEPT 1 AC IN NE CORNER LT 1 DESC B216 P527 T1S R79	6			0.00	9070	METES & BOUNDS 79 ALL													45.846000	9139	COUNTY LAND									2015	10	0	10	0	600	0	0										
R000649			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ROUTT	PO BOX 25127	DENVER	CO	80225-0127	117919300017		R000649	010																	 Subd: METES & BOUNDS 82 ALL 213.437AC+/- PART OF SEC 19 AND 30 WEST OF GORE RANGE T3N R82	6			0.00	9100	METES & BOUNDS 82 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	213.437	0	0										
R000612			UNITED STATES OF AMERICA		BUREAU OF LAND MANAGEMENT	PO BOX 68	KREMMLING	CO	80459-0068	159327100031		R000612	010																	 Subd: METES & BOUNDS 78 ALL 640AC+/- ALL SEC 27 T1S R78	6			0.00	9060	METES & BOUNDS 78 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	640	0	0										
R000648			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	117916200004		R000648	010																	 Subd: METES & BOUNDS 82 ALL 11061.76AC+/- ALL SEC 16, 20-21, 28-29, 32-33 AND 35, ALL THAT PART OF SEC 4-5, 8-9, 17-19, 30-31 LYING EAST OF GORE RANGE, ALL SEC 34 EXCEPT TRACT 49 AND 39A, SW4SW4SW4 SEC 27, S1/4 SEC 36 T3N R82	6			0.00	9100	METES & BOUNDS 82 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	11061.76	0	0										
R000646			STATE OF COLORADO		BOARD OF LAND COMMISSIONERS	1313 SHERMAN ST ROOM 620	DENVER	CO	80203-2240	117911200002		R000646	010																	 Subd: METES & BOUNDS 82 ALL 6791.80AC+/- ALL SEC 10-11, 14-15 AND 23, ALL SEC 2-3 EXCEPT TRACT 38, ALL SEC 12 EXCEPT TRACTS 39 & 40 AND LT 1-5, ALL SEC 22 EXCEPT PT SW4SW4, PART SEC 26 AND 27, ALL SEC 1 LESS LT 5-9 T3N R82	6			0.00	9100	METES & BOUNDS 82 ALL													45.846000	9129	STATE LAND									2015	10	0	10	0	6791.8	0	0										
R000631			STATE OF COLORADO		BOARD OF LAND COMMISSIONERS	1313 SHERMAN ST ROOM 620	DENVER	CO	80203-2240	118102400001		R000631	010																	 Subd: METES & BOUNDS 81 ALL 2220AC+/- ALL SEC 1 AND 2, LT 1-3, S2NE4, E2SE4NW4, NW4SE4 SEC 3, N2NE4, SW4NE4, E2NW4, NE4SW4 SEC 11, N2, N2SE4, NE4SW4 SEC 12 T3N R81	6			0.00	9090	METES & BOUNDS 81 ALL													45.846000	9129	STATE LAND									2015	10	0	10	0	2220	0	0										
R000647			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ROUTT	PO BOX 25127	DENVER	CO	80225-0127	117908200003		R000647	010																	 Subd: METES & BOUNDS 82 ALL 3564.20AC +/- BEING 2937.20 ALL SEC 6, 7, PT OF SEC 4, 5, 8, 9, 17& 18 WEST OF GORE RANGE T3N R82, 640AC PT OF SEC 30-32 T4N R82 WITHIN ROUTT NATIONAL FOREST	6			0.00	9100	METES & BOUNDS 82 ALL													45.846000	9119	FEDERAL LAND									2015	10	0	10	0	3564.2	0	0										
