ACCOUNTNO	NAMEADDRID	NAMETYPE	NAME	CAREOF	ADDRESS1	ADDRESS2	CITY	STATE	ZIPCODE	PARCELNB	MHSPACE	PARCELSEQ	AREAID	ACCTTYPE	BUSINESSNAME	MAPNO	BORDERINGCOUNTY	BACODE	LAGENT	STREETNO	EXTENT	DIRECTION	STREETNAME	DESIGNATION	DIRECTIONSUFFIX	SUFFIX	UNITNUMBER	LOCCITY	ZIPCODE	LEGAL	APRDIST	BA_OWNER_ID	BA_LOCATION	LANDSQFT	SUBCODE	SUBNAME	CONDOCODE	CONDONAME	SALEP	SALEDT	DOCFEE	DEEDTYPE	BLOCK	LOT	CONDOUNIT	BOOK	PAGE	RECEPTION_NO	MILL_LEVY	CLASSCD1	CLASSCD1_DESC	CLASSCD2	CLASSCD2_DESC	CLASSCD3	CLASSCD3_DESC	CLASSCD4	CLASSCD4_DESC	CLASSCD5	CLASSCD5_DESC	TAXYEAR	LANDACT	IMPACT	LANDASD	IMPASD	ACRES	SQFT	UNITS	CUR_TAX	CUR_FEE	CUR_INT	CUR_PAY	CUR_BAL	LST_TAX	LST_FEE	LST_INT	LST_PAY	LST_BAL
U202430			HOLCIM PC888			24 CROSBY DR	BEDFORD	MA	01730-1402	000000000000		U202430	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	16280	0	4720	0	0	0										
U202430			HOLCIM PC888			24 CROSBY DR	BEDFORD	MA	01730-1402	000000000000		U202430	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	10970	0	3180	0	0	0										
U202430			HOLCIM PC888			24 CROSBY DR	BEDFORD	MA	01730-1402	000000000000		U202430	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	310	0	90	0	0	0										
U202430			HOLCIM PC888			24 CROSBY DR	BEDFORD	MA	01730-1402	000000000000		U202430	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	3620	0	1050	0	0	0										
U202430			HOLCIM PC888			24 CROSBY DR	BEDFORD	MA	01730-1402	000000000000		U202430	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	28590	0	8290	0	0	0										
U202430			HOLCIM PC888			24 CROSBY DR	BEDFORD	MA	01730-1402	000000000000		U202430	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1070	0	310	0	0	0										
U202430			HOLCIM PC888			24 CROSBY DR	BEDFORD	MA	01730-1402	000000000000		U202430	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U202500			CENTURYTEL OF EAGLE TR473		ATTN BRAD BLINSMON	700 W MINERAL AVE ND#D05.14	LITTLETON	CO	80120-4511	000000000000		U202500	135					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													67.773000	8440	STATE ASSESSED - TELEPHONE									2015	0	14760	0	4280	0	0	0										
U202500			CENTURYTEL OF EAGLE TR473		ATTN BRAD BLINSMON	700 W MINERAL AVE ND#D05.14	LITTLETON	CO	80120-4511	000000000000		U202500	136					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													67.773000	8440	STATE ASSESSED - TELEPHONE									2015	0	22140	0	6420	0	0	0										
U202437			CARMATH INC PC232	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202437	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	340	0	100	0	0	0										
U202437			CARMATH INC PC232	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202437	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	240	0	70	0	0	0										
U202437			CARMATH INC PC232	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202437	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202437			CARMATH INC PC232	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202437	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202437			CARMATH INC PC232	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202437	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	660	0	190	0	0	0										
U202437			CARMATH INC PC232	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202437	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202437			CARMATH INC PC232	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202437	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202445			NEVADA CEMENT PC243		PROPERTY TAX DEPT	PO BOX 840	FERNLEY	NV	89408-0840	000000000000		U202445	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	450	0	130	0	0	0										
U202445			NEVADA CEMENT PC243		PROPERTY TAX DEPT	PO BOX 840	FERNLEY	NV	89408-0840	000000000000		U202445	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	310	0	90	0	0	0										
U202445			NEVADA CEMENT PC243		PROPERTY TAX DEPT	PO BOX 840	FERNLEY	NV	89408-0840	000000000000		U202445	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202445			NEVADA CEMENT PC243		PROPERTY TAX DEPT	PO BOX 840	FERNLEY	NV	89408-0840	000000000000		U202445	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U202445			NEVADA CEMENT PC243		PROPERTY TAX DEPT	PO BOX 840	FERNLEY	NV	89408-0840	000000000000		U202445	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	790	0	230	0	0	0										
U202445			NEVADA CEMENT PC243		PROPERTY TAX DEPT	PO BOX 840	FERNLEY	NV	89408-0840	000000000000		U202445	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202445			NEVADA CEMENT PC243		PROPERTY TAX DEPT	PO BOX 840	FERNLEY	NV	89408-0840	000000000000		U202445	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202414			CARGILL INC PC553	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202414	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	550	0	160	0	0	0										
U202414			CARGILL INC PC553	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202414	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	380	0	110	0	0	0										
U202414			CARGILL INC PC553	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202414	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202414			CARGILL INC PC553	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202414	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U202414			CARGILL INC PC553	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202414	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	970	0	280	0	0	0										
U202414			CARGILL INC PC553	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202414	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202414			CARGILL INC PC553	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202414	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202403			CIT GROUP/CAPITAL FINANCE PC143	C/O PROPERTY TAX DEPT.		30 S WACKER DR STE 3000	CHICAGO	IL	60606-7459	000000000000		U202403	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	97760	0	28350	0	0	0										
U202403			CIT GROUP/CAPITAL FINANCE PC143	C/O PROPERTY TAX DEPT.		30 S WACKER DR STE 3000	CHICAGO	IL	60606-7459	000000000000		U202403	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	66000	0	19140	0	0	0										
U202403			CIT GROUP/CAPITAL FINANCE PC143	C/O PROPERTY TAX DEPT.		30 S WACKER DR STE 3000	CHICAGO	IL	60606-7459	000000000000		U202403	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1930	0	560	0	0	0										
U202403			CIT GROUP/CAPITAL FINANCE PC143	C/O PROPERTY TAX DEPT.		30 S WACKER DR STE 3000	CHICAGO	IL	60606-7459	000000000000		U202403	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	21830	0	6330	0	0	0										
U202403			CIT GROUP/CAPITAL FINANCE PC143	C/O PROPERTY TAX DEPT.		30 S WACKER DR STE 3000	CHICAGO	IL	60606-7459	000000000000		U202403	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	171170	0	49640	0	0	0										
U202403			CIT GROUP/CAPITAL FINANCE PC143	C/O PROPERTY TAX DEPT.		30 S WACKER DR STE 3000	CHICAGO	IL	60606-7459	000000000000		U202403	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	6550	0	1900	0	0	0										
U202403			CIT GROUP/CAPITAL FINANCE PC143	C/O PROPERTY TAX DEPT.		30 S WACKER DR STE 3000	CHICAGO	IL	60606-7459	000000000000		U202403	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	970	0	280	0	0	0										
U202425			GLNX CORP PC168	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202425	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2340	0	680	0	0	0										
U202425			GLNX CORP PC168	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202425	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1520	0	440	0	0	0										
U202425			GLNX CORP PC168	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202425	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	30	0	10	0	0	0										
U202425			GLNX CORP PC168	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202425	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	520	0	150	0	0	0										
U202425			GLNX CORP PC168	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202425	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	4070	0	1180	0	0	0										
U202425			GLNX CORP PC168	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202425	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	140	0	40	0	0	0										
U202425			GLNX CORP PC168	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202425	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202419			EXXON MOBIL CORP PC151	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202419	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	280	0	80	0	0	0										
U202419			EXXON MOBIL CORP PC151	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202419	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U202419			EXXON MOBIL CORP PC151	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202419	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202419			EXXON MOBIL CORP PC151	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202419	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202419			EXXON MOBIL CORP PC151	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202419	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	480	0	140	0	0	0										
U202419			EXXON MOBIL CORP PC151	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202419	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202507			CONAGRA FOODS PC212	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202507	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	380	0	110	0	0	0										
U202507			CONAGRA FOODS PC212	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202507	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	240	0	70	0	0	0										
U202507			CONAGRA FOODS PC212	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202507	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202507			CONAGRA FOODS PC212	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202507	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U202507			CONAGRA FOODS PC212	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202507	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	620	0	180	0	0	0										
U202507			CONAGRA FOODS PC212	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202507	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	30	0	10	0	0	0										
U202507			CONAGRA FOODS PC212	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202507	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202426			GREENBRIER MANAGEMENT SERVICES PC709		PROPERTY TAX DEPT	1 CENTERPOINTE DR STE 200	LAKE OSWEGO	OR	97035-8612	000000000000		U202426	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	6000	0	1740	0	0	0										
U202426			GREENBRIER MANAGEMENT SERVICES PC709		PROPERTY TAX DEPT	1 CENTERPOINTE DR STE 200	LAKE OSWEGO	OR	97035-8612	000000000000		U202426	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	4030	0	1170	0	0	0										
U202426			GREENBRIER MANAGEMENT SERVICES PC709		PROPERTY TAX DEPT	1 CENTERPOINTE DR STE 200	LAKE OSWEGO	OR	97035-8612	000000000000		U202426	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202426			GREENBRIER MANAGEMENT SERVICES PC709		PROPERTY TAX DEPT	1 CENTERPOINTE DR STE 200	LAKE OSWEGO	OR	97035-8612	000000000000		U202426	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1380	0	400	0	0	0										
U202426			GREENBRIER MANAGEMENT SERVICES PC709		PROPERTY TAX DEPT	1 CENTERPOINTE DR STE 200	LAKE OSWEGO	OR	97035-8612	000000000000		U202426	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	10520	0	3050	0	0	0										
U202426			GREENBRIER MANAGEMENT SERVICES PC709		PROPERTY TAX DEPT	1 CENTERPOINTE DR STE 200	LAKE OSWEGO	OR	97035-8612	000000000000		U202426	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	340	0	100	0	0	0										
U202426			GREENBRIER MANAGEMENT SERVICES PC709		PROPERTY TAX DEPT	1 CENTERPOINTE DR STE 200	LAKE OSWEGO	OR	97035-8612	000000000000		U202426	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202454			PROGRESS RAIL SERVICES PC600	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202454	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1480	0	430	0	0	0										
U202454			PROGRESS RAIL SERVICES PC600	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202454	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1030	0	300	0	0	0										
U202454			PROGRESS RAIL SERVICES PC600	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202454	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202454			PROGRESS RAIL SERVICES PC600	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202454	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	310	0	90	0	0	0										
U202454			PROGRESS RAIL SERVICES PC600	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202454	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2620	0	760	0	0	0										
U202454			PROGRESS RAIL SERVICES PC600	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202454	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202454			PROGRESS RAIL SERVICES PC600	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245	000000000000		U202454	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202335			SOUTHWEST RAIL INDUSTRIES PC333	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U202335	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1590	0	460	0	0	0										
U202335			SOUTHWEST RAIL INDUSTRIES PC333	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U202335	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1100	0	320	0	0	0										
U202335			SOUTHWEST RAIL INDUSTRIES PC333	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U202335	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202335			SOUTHWEST RAIL INDUSTRIES PC333	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U202335	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	340	0	100	0	0	0										
